formation,X,Y,Z,,,,
7,681104.625000000000000,6552379.781250000000000,-305.173522949218000,,,,
7,681170.000000000000000,6552282.660156250000000,-304.267822265625000,,,,
7,681316.753906250000000,6552064.640625000000000,-301.853790283203000,,,,
7,681473.488281250000000,6551831.789062500000000,-299.275543212890000,,,,
7,681564.804687500000000,6551696.128906250000000,-297.710693359375000,,,,
7,681585.820312500000000,6551664.906250000000000,-297.350524902343000,,,,
7,681617.023437500000000,6551618.546875000000000,-296.815765380859000,,,,
7,681793.964843750000000,6551355.664062500000000,-293.370452880859000,,,,
7,681855.105468750000000,6551264.828125000000000,-292.179962158203000,,,,
7,682038.644531250000000,6550992.148437500000000,-288.887115478515000,,,,
7,682046.421875000000000,6550980.597656250000000,-288.729095458984000,,,,
7,682067.015625000000000,6550950.000000000000000,-288.310455322265000,,,,
7,682150.621093750000000,6550825.796875000000000,-286.611083984375000,,,,
7,682270.800781250000000,6550647.261718750000000,-284.078735351562000,,,,
7,682451.359375000000000,6550379.023437500000000,-280.273986816406000,,,,
7,682528.097656250000000,6550265.019531250000000,-278.440155029296000,,,,
7,682548.210937500000000,6550235.140625000000000,-277.959503173828000,,,,
7,682746.890625000000000,6549939.968750000000000,-273.211395263671000,,,,
7,682897.316406250000000,6549716.492187500000000,-269.616607666015000,,,,
7,682911.746093750000000,6549695.050781250000000,-269.264404296875000,,,,
7,682922.101562500000000,6549679.667968750000000,-268.974426269531000,,,,
7,683009.843750000000000,6549549.312500000000000,-266.716827392578000,,,,
7,683029.406250000000000,6549520.250000000000000,-266.213531494140000,,,,
7,683222.468750000000000,6549233.429687500000000,-261.246063232421000,,,,
7,683434.933593750000000,6548917.789062500000000,-255.779525756835000,,,,
7,683491.632812500000000,6548833.554687500000000,-254.062728881835000,,,,
7,683510.601562500000000,6548805.375000000000000,-253.488418579101000,,,,
7,683573.511718750000000,6548711.914062500000000,-251.583618164062000,,,,
7,683697.449218750000000,6548527.781250000000000,-248.004241943359000,,,,
7,683973.488281250000000,6548117.683593750000000,-240.032196044921000,,,,
7,683991.796875000000000,6548090.484375000000000,-239.503433227539000,,,,
7,684046.972656250000000,6548049.097656250000000,-238.408111572265000,,,,
7,684214.800781250000000,6547923.210937500000000,-234.685501098632000,,,,
7,684231.199218750000000,6547910.910156250000000,-234.306243896484000,,,,
7,684606.921875000000000,6547629.085937500000000,-225.617050170898000,,,,
7,684630.320312500000000,6547611.531250000000000,-225.075881958007000,,,,
7,684781.093750000000000,6547498.433593750000000,-221.588958740234000,,,,
7,684793.105468750000000,6547489.425781250000000,-221.305953979492000,,,,
7,684814.894531250000000,6547473.078125000000000,-220.760360717773000,,,,
7,684860.597656250000000,6547438.800781250000000,-219.653060913085000,,,,
7,685246.398437500000000,6547149.402343750000000,-210.305160522460000,,,,
7,685268.843750000000000,6547132.562500000000000,-209.761291503906000,,,,
7,685316.125000000000000,6547097.097656250000000,-208.615753173828000,,,,
7,685489.406250000000000,6546967.121093750000000,-204.060195922851000,,,,
7,685849.226562500000000,6546697.222656250000000,-194.600570678710000,,,,
7,685882.320312500000000,6546672.398437500000000,-193.741470336914000,,,,
7,685885.960937500000000,6546669.667968750000000,-193.640365600585000,,,,
7,685903.847656250000000,6546656.250000000000000,-193.143630981445000,,,,
7,685907.367187500000000,6546653.609375000000000,-193.048583984375000,,,,
7,686138.671875000000000,6546464.359375000000000,-186.578247070312000,,,,
7,686467.812500000000000,6546195.066406250000000,-177.371124267578000,,,,
7,686589.523437500000000,6546095.484375000000000,-173.732604980468000,,,,
7,686611.773437500000000,6546077.281250000000000,-173.067520141601000,,,,
7,686760.511718750000000,6545955.582031250000000,-168.621017456054000,,,,
7,686829.351562500000000,6545899.253906250000000,-166.611145019531000,,,,
7,687165.421875000000000,6545624.281250000000000,-156.799636840820000,,,,
7,687295.359375000000000,6545517.964843750000000,-152.827789306640000,,,,
7,687316.171875000000000,6545500.937500000000000,-152.191665649414000,,,,
7,687519.572265625000000,6545334.515625000000000,-145.974319458007000,,,,
7,687575.080078125000000,6545289.097656250000000,-144.277633666992000,,,,
7,687737.794921875000000,6545155.964843750000000,-139.402450561523000,,,,
7,688020.578125000000000,6544924.593750000000000,-130.758636474609000,,,,
7,688094.726562500000000,6544885.609375000000000,-128.807586669921000,,,,
7,688222.207031250000000,6544818.582031250000000,-125.460266113281000,,,,
7,688242.863281250000000,6544807.722656250000000,-124.917869567871000,,,,
7,688410.039062500000000,6544719.828125000000000,-120.538467407226000,,,,
7,688722.703125000000000,6544555.437500000000000,-112.393318176269000,,,,
7,688751.693359375000000,6544540.195312500000000,-111.648170471191000,,,,
7,688770.843750000000000,6544530.125000000000000,-111.155921936035000,,,,
7,688907.210937500000000,6544458.429687500000000,-107.650825500488000,,,,
7,688958.470703125000000,6544431.480468750000000,-106.328384399414000,,,,
7,689222.103515625000000,6544292.878906250000000,-99.526916503906200,,,,
7,689503.373046875000000,6544145.000000000000000,-92.433189392089800,,,,
7,689521.117187500000000,6544135.671875000000000,-91.985656738281200,,,,
7,689580.710937500000000,6544104.335937500000000,-90.482635498046800,,,,
7,689695.019531250000000,6544044.234375000000000,-87.582473754882800,,,,
7,689816.794921875000000,6543980.207031250000000,-84.492919921875000,,,,
7,690241.378906250000000,6543756.964843750000000,-74.026550292968700,,,,
7,690255.009765625000000,6543749.796875000000000,-73.692794799804600,,,,
7,690271.382812500000000,6543741.187500000000000,-73.291915893554600,,,,
7,690351.242187500000000,6543661.324218750000000,-70.871269226074200,,,,
7,690428.728515625000000,6543583.839843750000000,-68.522552490234300,,,,
7,690634.304687500000000,6543378.257812500000000,-62.411018371582000,,,,
7,690641.984375000000000,6543370.578125000000000,-62.182727813720700,,,,
7,690717.884765625000000,6543294.679687500000000,-59.926353454589800,,,,
7,690806.861328125000000,6543205.707031250000000,-57.281246185302700,,,,
7,690917.542968750000000,6543095.031250000000000,-53.987335205078100,,,,
7,691005.294921875000000,6543007.281250000000000,-51.436389923095700,,,,
7,691012.578125000000000,6543000.000000000000000,-51.224681854248000,,,,
8,676833.828125000000000,6547448.664062500000000,-315.219421386718000,,,,
8,676719.351562500000000,6547529.402343750000000,-316.002410888671000,,,,
8,676689.210937500000000,6547550.656250000000000,-316.208557128906000,,,,
8,676984.269531250000000,6547342.558593750000000,-313.850341796875000,,,,
8,677052.562500000000000,6547294.390625000000000,-313.207336425781000,,,,
8,677352.156250000000000,6547083.093750000000000,-310.386505126953000,,,,
8,676386.332031250000000,6547764.277343750000000,-318.280090332031000,,,,
8,676089.910156250000000,6547973.343750000000000,-320.307525634765000,,,,
8,676056.691406250000000,6547996.773437500000000,-320.538543701171000,,,,
8,676053.238281250000000,6547999.207031250000000,-320.562530517578000,,,,
8,676026.257812500000000,6548018.234375000000000,-320.680694580078000,,,,
8,675987.527343750000000,6548068.167968750000000,-320.816711425781000,,,,
8,675792.394531250000000,6548319.769531250000000,-321.483581542968000,,,,
8,675541.273437500000000,6548643.558593750000000,-322.341766357421000,,,,
8,675517.843750000000000,6548673.765625000000000,-322.421813964843000,,,,
8,675467.117187500000000,6548739.167968750000000,-322.595153808593000,,,,
8,675298.527343750000000,6548956.542968750000000,-322.735870361328000,,,,
8,675283.351562500000000,6548976.113281250000000,-322.755981445312000,,,,
8,675032.894531250000000,6549299.039062500000000,-323.087554931640000,,,,
8,675009.429687500000000,6549329.296875000000000,-323.118621826171000,,,,
8,674993.347656250000000,6549356.515625000000000,-323.126647949218000,,,,
8,674816.164062500000000,6549656.378906250000000,-322.814575195312000,,,,
8,674777.390625000000000,6549722.003906250000000,-322.746307373046000,,,,
8,674609.773437500000000,6550005.675781250000000,-322.529205322265000,,,,
8,674590.460937500000000,6550038.359375000000000,-322.504211425781000,,,,
8,674496.664062500000000,6550197.089843750000000,-322.382751464843000,,,,
8,674401.996093750000000,6550357.300781250000000,-322.086791992187000,,,,
8,674397.492187500000000,6550364.921875000000000,-322.073577880859000,,,,
8,674242.929687500000000,6550626.480468750000000,-321.620147705078000,,,,
8,674190.742187500000000,6550714.792968750000000,-321.473907470703000,,,,
8,674171.468750000000000,6550747.406250000000000,-321.419891357421000,,,,
8,674126.234375000000000,6550823.960937500000000,-321.293090820312000,,,,
8,673979.062500000000000,6551073.039062500000000,-320.719848632812000,,,,
8,673844.257812500000000,6551301.175781250000000,-320.194824218750000,,,,
8,673829.617187500000000,6551325.960937500000000,-320.151824951171000,,,,
8,673771.707031250000000,6551423.964843750000000,-319.898193359375000,,,,
8,673752.500000000000000,6551456.468750000000000,-319.814086914062000,,,,
8,673676.519531250000000,6551828.726562500000000,-318.770202636718000,,,,
8,673660.855468750000000,6551905.468750000000000,-318.554992675781000,,,,
8,673594.289062500000000,6552231.621093750000000,-317.831115722656000,,,,
8,673593.949218750000000,6552233.285156250000000,-317.826690673828000,,,,
8,673586.367187500000000,6552270.437500000000000,-317.727752685546000,,,,
8,673552.140625000000000,6552438.125000000000000,-317.281280517578000,,,,
8,673510.699218750000000,6552641.167968750000000,-316.856323242187000,,,,
8,673438.574218750000000,6552994.539062500000000,-316.116699218750000,,,,
8,673427.785156250000000,6553047.382812500000000,-315.992858886718000,,,,
8,673422.539062500000000,6553073.089843750000000,-315.932617187500000,,,,
8,673420.234375000000000,6553084.390625000000000,-315.912292480468000,,,,
8,673344.824218750000000,6553453.855468750000000,-315.247314453125000,,,,
8,673301.566406250000000,6553665.808593750000000,-314.865844726562000,,,,
8,673277.878906250000000,6553781.878906250000000,-314.676055908203000,,,,
8,673261.628906250000000,6553861.484375000000000,-314.553558349609000,,,,
8,673254.101562500000000,6553898.375000000000000,-314.496765136718000,,,,
8,673053.753906250000000,6554228.972656250000000,-313.898803710937000,,,,
8,673036.671875000000000,6554257.156250000000000,-313.857574462890000,,,,
8,672946.019531250000000,6554406.742187500000000,-313.638671875000000,,,,
8,672795.351562500000000,6554655.359375000000000,-313.175384521484000,,,,
8,672773.640625000000000,6554691.187500000000000,-313.108642578125000,,,,
8,672638.265625000000000,6554914.582031250000000,-312.692352294921000,,,,
8,672556.859375000000000,6555048.914062500000000,-312.475067138671000,,,,
8,672375.082031250000000,6555348.875000000000000,-311.989837646484000,,,,
8,672314.828125000000000,6555448.308593750000000,-311.809265136718000,,,,
8,672293.179687500000000,6555484.031250000000000,-311.744415283203000,,,,
8,672229.953125000000000,6555588.367187500000000,-311.554962158203000,,,,
8,672077.019531250000000,6555840.742187500000000,-311.160034179687000,,,,
8,671906.835937500000000,6556121.578125000000000,-310.720581054687000,,,,
8,671837.257812500000000,6556236.394531250000000,-310.527374267578000,,,,
8,671834.312500000000000,6556241.253906250000000,-310.520324707031000,,,,
8,671812.726562500000000,6556276.875000000000000,-310.468841552734000,,,,
8,671597.128906250000000,6556632.644531250000000,-309.954345703125000,,,,
8,671498.593750000000000,6556795.234375000000000,-309.719238281250000,,,,
8,671393.363281250000000,6556968.878906250000000,-309.445465087890000,,,,
8,671353.796875000000000,6557034.171875000000000,-309.354553222656000,,,,
8,671332.265625000000000,6557069.703125000000000,-309.305053710937000,,,,
8,671159.117187500000000,6557387.152343750000000,-308.891479492187000,,,,
8,671101.578125000000000,6557492.644531250000000,-308.754058837890000,,,,
8,670981.417968750000000,6557712.941406250000000,-308.455596923828000,,,,
8,670962.812500000000000,6557747.058593750000000,-308.406463623046000,,,,
8,670945.515625000000000,6557778.765625000000000,-308.360809326171000,,,,
8,670846.250000000000000,6557960.746093750000000,-308.098724365234000,,,,
8,670772.726562500000000,6558095.537109370000000,-307.922943115234000,,,,
8,670667.546875000000000,6558288.367187500000000,-307.671447753906000,,,,
8,670576.015625000000000,6558456.169921870000000,-307.452697753906000,,,,
8,670558.757812500000000,6558487.812500000000000,-307.411437988281000,,,,
8,670509.921875000000000,6558577.345703120000000,-307.294708251953000,,,,
8,670397.992187500000000,6558782.558593750000000,-307.052215576171000,,,,
8,670386.312500000000000,6558803.970703120000000,-307.024383544921000,,,,
8,670189.234375000000000,6559165.294921870000000,-306.554565429687000,,,,
8,670172.007812500000000,6559196.875000000000000,-306.513519287109000,,,,
8,670080.871093750000000,6559379.123046870000000,-306.291015625000000,,,,
8,670053.761718750000000,6559433.333984370000000,-306.228118896484000,,,,
8,670028.144531250000000,6559484.562500000000000,-306.160766601562000,,,,
8,670019.886718750000000,6559501.076171870000000,-306.139068603515000,,,,
8,669863.117187500000000,6559814.568359370000000,-305.772766113281000,,,,
8,669848.742187500000000,6559843.312500000000000,-305.739166259765000,,,,
8,669759.363281250000000,6560022.050781250000000,-305.530334472656000,,,,
8,669705.117187500000000,6560130.529296870000000,-305.402069091796000,,,,
8,669539.828125000000000,6560461.070312500000000,-305.011291503906000,,,,
8,669525.476562500000000,6560489.765625000000000,-304.977355957031000,,,,
8,669491.234375000000000,6560558.244140620000000,-304.899902343750000,,,,
8,669382.085937500000000,6560776.517578120000000,-304.665161132812000,,,,
8,669505.265625000000000,6560530.183593750000000,-304.932556152343000,,,,
8,669523.843750000000000,6560493.031250000000000,-304.973510742187000,,,,
8,669228.664062500000000,6561083.320312500000000,-304.335144042968000,,,,
8,669216.539062500000000,6561107.568359370000000,-304.305908203125000,,,,
8,669202.210937500000000,6561136.218750000000000,-304.271362304687000,,,,
8,679808.875000000000000,6543225.660156250000000,-267.834686279296000,,,,
8,679586.019531250000000,6543515.105468750000000,-272.695129394531000,,,,
8,679982.617187500000000,6543000.000000000000000,-264.045318603515000,,,,
8,679573.984375000000000,6543530.738281250000000,-272.911529541015000,,,,
8,679556.398437500000000,6543553.578125000000000,-273.227752685546000,,,,
8,679446.964843750000000,6543695.714843750000000,-275.195465087890000,,,,
8,679379.027343750000000,6543783.953125000000000,-276.562377929687000,,,,
8,679211.933593750000000,6544000.984375000000000,-279.924407958984000,,,,
8,679148.117187500000000,6544083.871093750000000,-281.110778808593000,,,,
8,679130.187500000000000,6544107.156250000000000,-281.444061279296000,,,,
8,679054.894531250000000,6544276.527343750000000,-283.041534423828000,,,,
8,678972.468750000000000,6544461.933593750000000,-284.923706054687000,,,,
8,678967.558593750000000,6544472.980468750000000,-285.035858154296000,,,,
8,678828.136718750000000,6544786.617187500000000,-287.884246826171000,,,,
8,678774.414062500000000,6544907.464843750000000,-289.041320800781000,,,,
8,678758.492187500000000,6544943.281250000000000,-289.384216308593000,,,,
8,678644.835937500000000,6545198.933593750000000,-291.832061767578000,,,,
8,678597.941406250000000,6545304.414062500000000,-292.733245849609000,,,,
8,678585.207031250000000,6545333.054687500000000,-292.977905273437000,,,,
8,678402.976562500000000,6545742.953125000000000,-296.464538574218000,,,,
8,678386.789062500000000,6545779.375000000000000,-296.774322509765000,,,,
8,678378.703125000000000,6545797.566406250000000,-296.929046630859000,,,,
8,678334.281250000000000,6545897.496093750000000,-297.778930664062000,,,,
8,678223.753906250000000,6546146.132812500000000,-299.599609375000000,,,,
8,678344.175781250000000,6545875.238281250000000,-297.592590332031000,,,,
8,678104.730468750000000,6546413.886718750000000,-301.560241699218000,,,,
8,678031.515625000000000,6546578.585937500000000,-302.682983398437000,,,,
8,678023.339843750000000,6546596.976562500000000,-302.808349609375000,,,,
8,678015.101562500000000,6546615.515625000000000,-302.924896240234000,,,,
8,677719.886718750000000,6546823.734375000000000,-306.439941406250000,,,,
8,677678.027343750000000,6546853.257812500000000,-306.938323974609000,,,,
8,677410.101562500000000,6547042.226562500000000,-309.840911865234000,,,,
8,677381.914062500000000,6547062.109375000000000,-310.106323242187000,,,,
9,672862.851562500000000,6546356.175781250000000,-336.803985595703000,,,,
9,673038.628906250000000,6546180.394531250000000,-336.687133789062000,,,,
9,672766.109375000000000,6546452.921875000000000,-336.757995605468000,,,,
9,673340.062500000000000,6545878.968750000000000,-336.338439941406000,,,,
9,673603.171875000000000,6545692.101562500000000,-335.901702880859000,,,,
9,673312.828125000000000,6545906.199218750000000,-336.377777099609000,,,,
9,673149.761718750000000,6546069.265625000000000,-336.613250732421000,,,,
9,673672.742187500000000,6545642.691406250000000,-335.786224365234000,,,,
9,673711.871093750000000,6545614.898437500000000,-335.690277099609000,,,,
9,673759.332031250000000,6545581.191406250000000,-335.484985351562000,,,,
9,673868.832031250000000,6545503.421875000000000,-334.971649169921000,,,,
9,673895.093750000000000,6545484.765625000000000,-334.848541259765000,,,,
9,674156.968750000000000,6545298.773437500000000,-333.620849609375000,,,,
9,674317.152343750000000,6545185.007812500000000,-332.869903564453000,,,,
9,674424.011718750000000,6545109.113281250000000,-332.223571777343000,,,,
9,674450.125000000000000,6545090.562500000000000,-332.065612792968000,,,,
9,674710.304687500000000,6544905.765625000000000,-330.491882324218000,,,,
9,674820.015625000000000,6544827.843750000000000,-329.828277587890000,,,,
9,674896.496093750000000,6544773.523437500000000,-329.331726074218000,,,,
9,674947.105468750000000,6544737.574218750000000,-328.886993408203000,,,,
9,674979.234375000000000,6544714.753906250000000,-328.630859375000000,,,,
9,675005.148437500000000,6544696.343750000000000,-328.424255371093000,,,,
9,675224.242187500000000,6544433.433593750000000,-326.580535888671000,,,,
9,675387.703125000000000,6544237.277343750000000,-325.204986572265000,,,,
9,675454.546875000000000,6544157.066406250000000,-324.481719970703000,,,,
9,675476.359375000000000,6544130.890625000000000,-324.245697021484000,,,,
9,675531.453125000000000,6544064.781250000000000,-323.649597167968000,,,,
9,675693.441406250000000,6543870.398437500000000,-322.212036132812000,,,,
9,675924.671875000000000,6543592.921875000000000,-320.160003662109000,,,,
9,675925.949218750000000,6543591.390625000000000,-320.144500732421000,,,,
9,675947.562500000000000,6543565.453125000000000,-319.881958007812000,,,,
9,676154.128906250000000,6543317.574218750000000,-317.372619628906000,,,,
9,676162.378906250000000,6543307.675781250000000,-317.278808593750000,,,,
9,676397.414062500000000,6543025.632812500000000,-314.606170654296000,,,,
9,676418.773437500000000,6543000.000000000000000,-314.363311767578000,,,,
9,667054.886718750000000,6552625.636718750000000,-304.097503662109000,,,,
9,667055.460937500000000,6552626.210937500000000,-304.099182128906000,,,,
9,667065.875000000000000,6552636.625000000000000,-304.127319335937000,,,,
9,667107.894531250000000,6552594.601562500000000,-304.270477294921000,,,,
9,667323.390625000000000,6552379.093750000000000,-304.993011474609000,,,,
9,667549.335937500000000,6552153.140625000000000,-305.750549316406000,,,,
9,667620.199218750000000,6552082.273437500000000,-306.003723144531000,,,,
9,667646.007812500000000,6552056.468750000000000,-306.095947265625000,,,,
9,667679.832031250000000,6552022.644531250000000,-306.216796875000000,,,,
9,667904.695312500000000,6551797.781250000000000,-307.063934326171000,,,,
9,668077.125000000000000,6551625.351562500000000,-307.713531494140000,,,,
9,668166.726562500000000,6551535.753906250000000,-308.079376220703000,,,,
9,668200.203125000000000,6551502.277343750000000,-308.214172363281000,,,,
9,668226.140625000000000,6551476.343750000000000,-308.318603515625000,,,,
9,668455.031250000000000,6551247.457031250000000,-309.240173339843000,,,,
9,668486.140625000000000,6551216.347656250000000,-309.372619628906000,,,,
9,668703.515625000000000,6550998.980468750000000,-310.298034667968000,,,,
9,668780.207031250000000,6550922.292968750000000,-310.698333740234000,,,,
9,668806.281250000000000,6550896.218750000000000,-310.834442138671000,,,,
9,669067.882812500000000,6550634.613281250000000,-312.199890136718000,,,,
9,669101.003906250000000,6550601.492187500000000,-312.372772216796000,,,,
9,669229.769531250000000,6550472.726562500000000,-313.073791503906000,,,,
9,669360.160156250000000,6550342.335937500000000,-313.945526123046000,,,,
9,669386.421875000000000,6550316.078125000000000,-314.121063232421000,,,,
9,669588.804687500000000,6550113.687500000000000,-315.474090576171000,,,,
9,669650.089843750000000,6550052.402343750000000,-315.860260009765000,,,,
9,669762.710937500000000,6549939.777343750000000,-316.569946289062000,,,,
9,669814.542968750000000,6549887.949218750000000,-316.911193847656000,,,,
9,669940.066406250000000,6549762.421875000000000,-317.957489013671000,,,,
9,669966.554687500000000,6549735.937500000000000,-318.178253173828000,,,,
9,670210.976562500000000,6549419.968750000000000,-320.486419677734000,,,,
9,670219.304687500000000,6549409.207031250000000,-320.562988281250000,,,,
9,670306.722656250000000,6549296.199218750000000,-321.366851806640000,,,,
9,670324.070312500000000,6549273.769531250000000,-321.569091796875000,,,,
9,670491.679687500000000,6549057.097656250000000,-323.296325683593000,,,,
9,670517.101562500000000,6549024.234375000000000,-323.558319091796000,,,,
9,670746.421875000000000,6548727.804687500000000,-325.921417236328000,,,,
9,670772.878906250000000,6548693.601562500000000,-326.192749023437000,,,,
9,670774.730468750000000,6548691.210937500000000,-326.211730957031000,,,,
9,670775.929687500000000,6548689.656250000000000,-326.222076416015000,,,,
9,671041.945312500000000,6548345.789062500000000,-328.738922119140000,,,,
9,671067.656250000000000,6548312.546875000000000,-328.982238769531000,,,,
9,671311.378906250000000,6547997.476562500000000,-331.288269042968000,,,,
9,671326.218750000000000,6547978.292968750000000,-331.396148681640000,,,,
9,671366.675781250000000,6547925.996093750000000,-331.690307617187000,,,,
9,671428.460937500000000,6547846.121093750000000,-332.059631347656000,,,,
9,671592.250000000000000,6547634.386718750000000,-333.081695556640000,,,,
9,671618.195312500000000,6547600.843750000000000,-333.243591308593000,,,,
9,671889.550781250000000,6547329.488281250000000,-334.598571777343000,,,,
9,672038.156250000000000,6547180.886718750000000,-335.340606689453000,,,,
9,672164.957031250000000,6547054.085937500000000,-335.727630615234000,,,,
9,672192.156250000000000,6547026.890625000000000,-335.810638427734000,,,,
9,672237.644531250000000,6546981.398437500000000,-335.949493408203000,,,,
9,672464.492187500000000,6546754.539062500000000,-336.358489990234000,,,,
9,672657.417968750000000,6546561.613281250000000,-336.706329345703000,,,,
9,672738.851562500000000,6546480.175781250000000,-336.745056152343000,,,,
10,670369.761718750000000,6546341.781250000000000,-337.798522949218000,,,,
10,670385.375000000000000,6546347.687500000000000,-337.787170410156000,,,,
10,670436.015625000000000,6546213.687500000000000,-338.171875000000000,,,,
10,670535.980468750000000,6545949.164062500000000,-338.079040527343000,,,,
10,670612.820312500000000,6545745.835937500000000,-338.007690429687000,,,,
10,670686.605468750000000,6545550.593750000000000,-337.798889160156000,,,,
10,670701.656250000000000,6545510.765625000000000,-337.756317138671000,,,,
10,670756.121093750000000,6545366.640625000000000,-337.602172851562000,,,,
10,670851.824218750000000,6545113.406250000000000,-336.654571533203000,,,,
10,670908.714843750000000,6544962.863281250000000,-336.091278076171000,,,,
10,670990.246093750000000,6544747.125000000000000,-335.325836181640000,,,,
10,671002.964843750000000,6544713.460937500000000,-335.239562988281000,,,,
10,671017.937500000000000,6544673.843750000000000,-335.138000488281000,,,,
10,671121.125000000000000,6544400.800781250000000,-334.438140869140000,,,,
10,671167.269531250000000,6544278.695312500000000,-333.945617675781000,,,,
10,671216.539062500000000,6544148.324218750000000,-333.419738769531000,,,,
10,671283.648437500000000,6543970.742187500000000,-333.010467529296000,,,,
10,671319.324218750000000,6543876.335937500000000,-332.732330322265000,,,,
10,671334.218750000000000,6543836.921875000000000,-332.616210937500000,,,,
10,671405.031250000000000,6543649.539062500000000,-332.064208984375000,,,,
10,671482.851562500000000,6543443.621093750000000,-331.679840087890000,,,,
10,671514.554687500000000,6543359.726562500000000,-331.523223876953000,,,,
10,671635.667968750000000,6543039.246093750000000,-330.714630126953000,,,,
10,671650.500000000000000,6543000.000000000000000,-330.615600585937000,,,,
11,667350.234375000000000,6554013.218750000000000,-304.606811523437000,,,,
11,667090.050781250000000,6554270.355468750000000,-303.892364501953000,,,,
11,667376.296875000000000,6553987.457031250000000,-304.678375244140000,,,,
11,667426.738281250000000,6553937.605468750000000,-304.816894531250000,,,,
11,667611.589843750000000,6553754.914062500000000,-305.393463134765000,,,,
11,667676.644531250000000,6553690.621093750000000,-305.587463378906000,,,,
11,667937.804687500000000,6553432.515625000000000,-306.366271972656000,,,,
11,667926.824218750000000,6553421.406250000000000,-306.341186523437000,,,,
11,665587.562500000000000,6555755.312500000000000,-300.312500000000000,,,,
11,665368.277343750000000,6555972.035156250000000,-299.898315429687000,,,,
11,665613.378906250000000,6555729.796875000000000,-300.361267089843000,,,,
11,665682.910156250000000,6555661.074218750000000,-300.492584228515000,,,,
11,665916.597656250000000,6555430.113281250000000,-300.994049072265000,,,,
11,666015.292968750000000,6555332.566406250000000,-301.205841064453000,,,,
11,666101.574218750000000,6555247.292968750000000,-301.397155761718000,,,,
11,666175.117187500000000,6555174.609375000000000,-301.577209472656000,,,,
11,666200.421875000000000,6555149.597656250000000,-301.639190673828000,,,,
11,666201.007812500000000,6555149.019531250000000,-301.640502929687000,,,,
11,666503.394531250000000,6554850.160156250000000,-302.318847656250000,,,,
11,666547.734375000000000,6554806.339843750000000,-302.418304443359000,,,,
11,666762.679687500000000,6554593.906250000000000,-303.002563476562000,,,,
11,666788.652343750000000,6554568.234375000000000,-303.073150634765000,,,,
11,666901.234375000000000,6554456.968750000000000,-303.379180908203000,,,,
11,666994.031250000000000,6554365.253906250000000,-303.628692626953000,,,,
11,665329.703125000000000,6556010.160156250000000,-299.837341308593000,,,,
11,665025.757812500000000,6556310.554687500000000,-299.357055664062000,,,,
11,664999.988281250000000,6556336.015625000000000,-299.316314697265000,,,,
13,668615.000000000000000,6543000.000000000000000,-313.625549316406000,,,,
13,668575.660156250000000,6543052.453125000000000,-313.435577392578000,,,,
13,668572.277343750000000,6543056.960937500000000,-313.419250488281000,,,,
13,668531.917968750000000,6543110.773437500000000,-313.153381347656000,,,,
13,668527.984375000000000,6543116.015625000000000,-313.127471923828000,,,,
13,668521.832031250000000,6543131.734375000000000,-313.085327148437000,,,,
13,668412.031250000000000,6543412.320312500000000,-312.747467041015000,,,,
13,668286.703125000000000,6543732.582031250000000,-312.361846923828000,,,,
13,668282.726562500000000,6543742.738281250000000,-312.326660156250000,,,,
13,668271.140625000000000,6543772.343750000000000,-312.224090576171000,,,,
13,668101.218750000000000,6543942.414062500000000,-311.356811523437000,,,,
13,668008.144531250000000,6544035.566406250000000,-311.222442626953000,,,,
13,667712.945312500000000,6544331.019531250000000,-310.796203613281000,,,,
13,667694.039062500000000,6544349.941406250000000,-310.768920898437000,,,,
13,667686.671875000000000,6544357.312500000000000,-310.768188476562000,,,,
13,667646.777343750000000,6544397.238281250000000,-310.992767333984000,,,,
13,667422.953125000000000,6544621.238281250000000,-312.481384277343000,,,,
13,667676.367187500000000,6544367.625000000000000,-310.767181396484000,,,,
13,667168.296875000000000,6544876.097656250000000,-314.175079345703000,,,,
13,667128.703125000000000,6544915.722656250000000,-314.867065429687000,,,,
13,667102.195312500000000,6544942.250000000000000,-315.330322265625000,,,,
13,667038.886718750000000,6545068.011718750000000,-317.079010009765000,,,,
13,666920.089843750000000,6545304.000000000000000,-319.171905517578000,,,,
13,666739.414062500000000,6545662.902343750000000,-322.354888916015000,,,,
13,666722.691406250000000,6545696.121093750000000,-322.624176025390000,,,,
13,666704.343750000000000,6545732.562500000000000,-322.919555664062000,,,,
13,666628.941406250000000,6545882.343750000000000,-324.133666992187000,,,,
13,666520.484375000000000,6546097.785156250000000,-323.683593750000000,,,,
13,666363.046875000000000,6546410.527343750000000,-323.030273437500000,,,,
13,666332.218750000000000,6546471.769531250000000,-322.944091796875000,,,,
13,666324.851562500000000,6546486.398437500000000,-322.877441406250000,,,,
13,666319.910156250000000,6546496.218750000000000,-322.832672119140000,,,,
13,666306.500000000000000,6546522.859375000000000,-322.618774414062000,,,,
13,666006.636718750000000,6546696.492187500000000,-320.502960205078000,,,,
13,665839.468750000000000,6546793.292968750000000,-319.323425292968000,,,,
13,665683.121093750000000,6546883.824218750000000,-318.756347656250000,,,,
13,665653.250000000000000,6546901.125000000000000,-318.647979736328000,,,,
13,665627.957031250000000,6546915.773437500000000,-318.556243896484000,,,,
13,665355.437500000000000,6547073.582031250000000,-317.295562744140000,,,,
13,665257.683593750000000,6547130.187500000000000,-316.843353271484000,,,,
13,665029.703125000000000,6547262.207031250000000,-315.967956542968000,,,,
